sensor_id,timestamp,flow_rate_m3s,velocity_ms,status
FR001,2025-05-07T10:09:21.151813,19.69,0.98,normal
FR001,2025-05-07T10:39:21.151813,46.37,2.32,flood
FR001,2025-05-07T11:09:21.151813,16.36,0.82,normal
FR001,2025-05-07T11:39:21.151813,18.36,0.92,normal
FR001,2025-05-07T12:09:21.151813,17.37,0.87,normal
FR001,2025-05-07T12:39:21.151813,20.3,1.01,normal
FR001,2025-05-07T13:09:21.151813,17.57,0.88,normal
FR001,2025-05-07T13:39:21.151813,18.62,0.93,normal
FR001,2025-05-07T14:09:21.151813,18.98,0.95,normal
FR001,2025-05-07T14:39:21.151813,22.0,1.1,normal
FR001,2025-05-07T15:09:21.151813,16.62,0.83,normal
FR001,2025-05-07T15:39:21.151813,17.63,0.88,normal
FR001,2025-05-07T16:09:21.151813,16.54,0.83,normal
FR001,2025-05-07T16:39:21.151813,19.29,0.96,normal
FR001,2025-05-07T17:09:21.151813,24.83,1.24,normal
FR001,2025-05-07T17:39:21.151813,15.91,0.8,normal
FR001,2025-05-07T18:09:21.151813,17.58,0.88,normal
FR001,2025-05-07T18:39:21.151813,17.66,0.88,normal
FR001,2025-05-07T19:09:21.151813,18.2,0.91,normal
FR001,2025-05-07T19:39:21.151813,16.5,0.82,normal
FR001,2025-05-07T20:09:21.151813,20.92,1.05,normal
FR001,2025-05-07T20:39:21.151813,19.51,0.98,normal
FR001,2025-05-07T21:09:21.151813,18.97,0.95,normal
FR001,2025-05-07T21:39:21.151813,16.36,0.82,normal
FR001,2025-05-07T22:09:21.151813,21.42,1.07,normal
FR001,2025-05-07T22:39:21.151813,16.03,0.8,normal
FR001,2025-05-07T23:09:21.151813,17.23,0.86,normal
FR001,2025-05-07T23:39:21.151813,17.06,0.85,normal
FR001,2025-05-08T00:09:21.151813,20.35,1.02,normal
FR001,2025-05-08T00:39:21.151813,20.28,1.01,normal
FR001,2025-05-08T01:09:21.151813,30.77,1.54,high
FR001,2025-05-08T01:39:21.151813,19.24,0.96,normal
FR001,2025-05-08T02:09:21.151813,19.44,0.97,normal
FR001,2025-05-08T02:39:21.151813,19.3,0.96,normal
FR001,2025-05-08T03:09:21.151813,21.07,1.05,normal
FR001,2025-05-08T03:39:21.151813,20.88,1.04,normal
FR001,2025-05-08T04:09:21.151813,20.51,1.03,normal
FR001,2025-05-08T04:39:21.151813,17.11,0.86,normal
FR001,2025-05-08T05:09:21.151813,18.72,0.94,normal
FR001,2025-05-08T05:39:21.151813,17.19,0.86,normal
FR001,2025-05-08T06:09:21.151813,24.68,1.23,normal
FR001,2025-05-08T06:39:21.151813,18.37,0.92,normal
FR001,2025-05-08T07:09:21.151813,22.06,1.1,normal
FR001,2025-05-08T07:39:21.151813,18.68,0.93,normal
FR001,2025-05-08T08:09:21.151813,18.65,0.93,normal
FR001,2025-05-08T08:39:21.151813,22.09,1.1,normal
FR001,2025-05-08T09:09:21.151813,21.37,1.07,normal
FR001,2025-05-08T09:39:21.151813,21.16,1.06,normal
FR001,2025-05-08T10:09:21.151813,18.67,0.93,normal
FR001,2025-05-08T10:39:21.151813,20.12,1.01,normal
FR001,2025-05-08T11:09:21.151813,19.86,0.99,normal
FR001,2025-05-08T11:39:21.151813,24.38,1.22,normal
FR001,2025-05-08T12:09:21.151813,19.32,0.97,normal
FR001,2025-05-08T12:39:21.151813,21.14,1.06,normal
FR001,2025-05-08T13:09:21.151813,21.93,1.1,normal
FR001,2025-05-08T13:39:21.151813,43.55,2.18,flood
FR001,2025-05-08T14:09:21.151813,20.7,1.03,normal
FR001,2025-05-08T14:39:21.151813,21.64,1.08,normal
FR001,2025-05-08T15:09:21.151813,20.54,1.03,normal
FR001,2025-05-08T15:39:21.151813,18.84,0.94,normal
FR001,2025-05-08T16:09:21.151813,17.36,0.87,normal
FR001,2025-05-08T16:39:21.151813,17.43,0.87,normal
FR001,2025-05-08T17:09:21.151813,21.18,1.06,normal
FR001,2025-05-08T17:39:21.151813,18.79,0.94,normal
FR001,2025-05-08T18:09:21.151813,18.05,0.9,normal
FR001,2025-05-08T18:39:21.151813,18.26,0.91,normal
FR001,2025-05-08T19:09:21.151813,18.44,0.92,normal
FR001,2025-05-08T19:39:21.151813,17.74,0.89,normal
FR001,2025-05-08T20:09:21.151813,15.29,0.76,normal
FR001,2025-05-08T20:39:21.151813,23.48,1.17,normal
FR001,2025-05-08T21:09:21.151813,17.9,0.9,normal
FR001,2025-05-08T21:39:21.151813,17.62,0.88,normal
FR001,2025-05-08T22:09:21.151813,18.57,0.93,normal
FR001,2025-05-08T22:39:21.151813,19.8,0.99,normal
FR001,2025-05-08T23:09:21.151813,15.13,0.76,normal
FR001,2025-05-08T23:39:21.151813,18.21,0.91,normal
FR001,2025-05-09T00:09:21.151813,18.1,0.91,normal
FR001,2025-05-09T00:39:21.151813,16.87,0.84,normal
FR001,2025-05-09T01:09:21.151813,19.09,0.95,normal
FR001,2025-05-09T01:39:21.151813,37.03,1.85,high
FR001,2025-05-09T02:09:21.151813,17.85,0.89,normal
FR001,2025-05-09T02:39:21.151813,20.18,1.01,normal
FR001,2025-05-09T03:09:21.151813,17.73,0.89,normal
FR001,2025-05-09T03:39:21.151813,19.61,0.98,normal
FR001,2025-05-09T04:09:21.151813,17.42,0.87,normal
FR001,2025-05-09T04:39:21.151813,22.55,1.13,normal
FR001,2025-05-09T05:09:21.151813,22.42,1.12,normal
FR001,2025-05-09T05:39:21.151813,19.59,0.98,normal
FR001,2025-05-09T06:09:21.151813,14.24,0.71,normal
FR001,2025-05-09T06:39:21.151813,16.44,0.82,normal
FR001,2025-05-09T07:09:21.151813,21.34,1.07,normal
FR001,2025-05-09T07:39:21.151813,21.04,1.05,normal
FR001,2025-05-09T08:09:21.151813,20.38,1.02,normal
FR001,2025-05-09T08:39:21.151813,18.35,0.92,normal
FR001,2025-05-09T09:09:21.151813,19.27,0.96,normal
FR001,2025-05-09T09:39:21.151813,17.1,0.85,normal
FR001,2025-05-09T10:09:21.151813,19.86,0.99,normal
FR001,2025-05-09T10:39:21.151813,20.11,1.01,normal
FR001,2025-05-09T11:09:21.151813,19.45,0.97,normal
FR001,2025-05-09T11:39:21.151813,16.57,0.83,normal
FR001,2025-05-09T12:09:21.151813,21.94,1.1,normal
FR001,2025-05-09T12:39:21.151813,18.72,0.94,normal
FR001,2025-05-09T13:09:21.151813,17.12,0.86,normal
FR001,2025-05-09T13:39:21.151813,19.43,0.97,normal
FR001,2025-05-09T14:09:21.151813,18.88,0.94,normal
FR001,2025-05-09T14:39:21.151813,22.29,1.11,normal
FR001,2025-05-09T15:09:21.151813,21.95,1.1,normal
FR001,2025-05-09T15:39:21.151813,15.34,0.77,normal
FR001,2025-05-09T16:09:21.151813,14.93,0.75,normal
FR001,2025-05-09T16:39:21.151813,18.22,0.91,normal
FR001,2025-05-09T17:09:21.151813,16.5,0.83,normal
FR001,2025-05-09T17:39:21.151813,18.23,0.91,normal
FR001,2025-05-09T18:09:21.151813,18.43,0.92,normal
FR001,2025-05-09T18:39:21.151813,21.9,1.09,normal
FR001,2025-05-09T19:09:21.151813,18.05,0.9,normal
FR001,2025-05-09T19:39:21.151813,17.57,0.88,normal
FR001,2025-05-09T20:09:21.151813,20.04,1.0,normal
FR001,2025-05-09T20:39:21.151813,18.7,0.93,normal
FR001,2025-05-09T21:09:21.151813,20.34,1.02,normal
FR001,2025-05-09T21:39:21.151813,21.71,1.09,normal
FR001,2025-05-09T22:09:21.151813,18.63,0.93,normal
FR001,2025-05-09T22:39:21.151813,17.56,0.88,normal
FR001,2025-05-09T23:09:21.151813,17.25,0.86,normal
FR001,2025-05-09T23:39:21.151813,18.47,0.92,normal
FR001,2025-05-10T00:09:21.151813,18.48,0.92,normal
FR001,2025-05-10T00:39:21.151813,22.27,1.11,normal
FR001,2025-05-10T01:09:21.151813,20.57,1.03,normal
FR001,2025-05-10T01:39:21.151813,16.61,0.83,normal
FR001,2025-05-10T02:09:21.151813,16.97,0.85,normal
FR001,2025-05-10T02:39:21.151813,20.91,1.05,normal
FR001,2025-05-10T03:09:21.151813,16.02,0.8,normal
FR001,2025-05-10T03:39:21.151813,19.72,0.99,normal
FR001,2025-05-10T04:09:21.151813,21.35,1.07,normal
FR001,2025-05-10T04:39:21.151813,19.11,0.96,normal
FR001,2025-05-10T05:09:21.151813,19.75,0.99,normal
FR001,2025-05-10T05:39:21.151813,17.36,0.87,normal
FR001,2025-05-10T06:09:21.151813,17.82,0.89,normal
FR001,2025-05-10T06:39:21.151813,22.0,1.1,normal
FR001,2025-05-10T07:09:21.151813,21.08,1.05,normal
FR001,2025-05-10T07:39:21.151813,18.49,0.92,normal
FR001,2025-05-10T08:09:21.151813,18.24,0.91,normal
FR001,2025-05-10T08:39:21.151813,18.71,0.94,normal
FR001,2025-05-10T09:09:21.151813,18.14,0.91,normal
FR001,2025-05-10T09:39:21.151813,18.1,0.91,normal
FR001,2025-05-10T10:09:21.151813,17.0,0.85,normal
FR001,2025-05-10T10:39:21.151813,16.18,0.81,normal
FR001,2025-05-10T11:09:21.151813,18.61,0.93,normal
FR001,2025-05-10T11:39:21.151813,17.7,0.88,normal
FR001,2025-05-10T12:09:21.151813,13.14,0.66,normal
FR001,2025-05-10T12:39:21.151813,17.7,0.89,normal
FR001,2025-05-10T13:09:21.151813,21.19,1.06,normal
FR001,2025-05-10T13:39:21.151813,22.84,1.14,normal
FR001,2025-05-10T14:09:21.151813,19.49,0.97,normal
FR001,2025-05-10T14:39:21.151813,21.16,1.06,normal
FR001,2025-05-10T15:09:21.151813,19.7,0.99,normal
FR001,2025-05-10T15:39:21.151813,19.02,0.95,normal
FR001,2025-05-10T16:09:21.151813,16.17,0.81,normal
FR001,2025-05-10T16:39:21.151813,19.76,0.99,normal
FR001,2025-05-10T17:09:21.151813,22.65,1.13,normal
FR001,2025-05-10T17:39:21.151813,18.54,0.93,normal
FR001,2025-05-10T18:09:21.151813,17.2,0.86,normal
FR001,2025-05-10T18:39:21.151813,20.0,1.0,normal
FR001,2025-05-10T19:09:21.151813,15.6,0.78,normal
FR001,2025-05-10T19:39:21.151813,17.35,0.87,normal
FR001,2025-05-10T20:09:21.151813,18.58,0.93,normal
FR001,2025-05-10T20:39:21.151813,22.14,1.11,normal
FR001,2025-05-10T21:09:21.151813,18.63,0.93,normal
FR001,2025-05-10T21:39:21.151813,16.28,0.81,normal
FR001,2025-05-10T22:09:21.151813,35.49,1.77,high
FR001,2025-05-10T22:39:21.151813,17.16,0.86,normal
FR001,2025-05-10T23:09:21.151813,19.04,0.95,normal
FR001,2025-05-10T23:39:21.151813,18.83,0.94,normal
FR001,2025-05-11T00:09:21.151813,18.44,0.92,normal
FR001,2025-05-11T00:39:21.151813,16.15,0.81,normal
FR001,2025-05-11T01:09:21.151813,19.52,0.98,normal
FR001,2025-05-11T01:39:21.151813,17.25,0.86,normal
FR001,2025-05-11T02:09:21.151813,16.19,0.81,normal
FR001,2025-05-11T02:39:21.151813,20.21,1.01,normal
FR001,2025-05-11T03:09:21.151813,19.87,0.99,normal
FR001,2025-05-11T03:39:21.151813,21.45,1.07,normal
FR001,2025-05-11T04:09:21.151813,19.28,0.96,normal
FR001,2025-05-11T04:39:21.151813,17.74,0.89,normal
FR001,2025-05-11T05:09:21.151813,21.17,1.06,normal
FR001,2025-05-11T05:39:21.151813,18.22,0.91,normal
FR001,2025-05-11T06:09:21.151813,18.34,0.92,normal
FR001,2025-05-11T06:39:21.151813,21.42,1.07,normal
FR001,2025-05-11T07:09:21.151813,14.93,0.75,normal
FR001,2025-05-11T07:39:21.151813,20.49,1.02,normal
FR001,2025-05-11T08:09:21.151813,16.9,0.84,normal
FR001,2025-05-11T08:39:21.151813,23.74,1.19,normal
FR001,2025-05-11T09:09:21.151813,22.99,1.15,normal
FR001,2025-05-11T09:39:21.151813,15.83,0.79,normal
FR001,2025-05-11T10:09:21.151813,21.1,1.05,normal
FR001,2025-05-11T10:39:21.151813,18.12,0.91,normal
FR001,2025-05-11T11:09:21.151813,20.0,1.0,normal
FR001,2025-05-11T11:39:21.151813,21.75,1.09,normal
FR001,2025-05-11T12:09:21.151813,18.36,0.92,normal
FR001,2025-05-11T12:39:21.151813,17.91,0.9,normal
FR001,2025-05-11T13:09:21.151813,20.83,1.04,normal
FR001,2025-05-11T13:39:21.151813,19.87,0.99,normal
FR001,2025-05-11T14:09:21.151813,21.16,1.06,normal
FR001,2025-05-11T14:39:21.151813,18.94,0.95,normal
FR001,2025-05-11T15:09:21.151813,15.79,0.79,normal
FR001,2025-05-11T15:39:21.151813,17.57,0.88,normal
FR001,2025-05-11T16:09:21.151813,22.65,1.13,normal
FR001,2025-05-11T16:39:21.151813,18.77,0.94,normal
FR001,2025-05-11T17:09:21.151813,17.0,0.85,normal
FR001,2025-05-11T17:39:21.151813,17.18,0.86,normal
FR001,2025-05-11T18:09:21.151813,19.48,0.97,normal
FR001,2025-05-11T18:39:21.151813,17.24,0.86,normal
FR001,2025-05-11T19:09:21.151813,16.46,0.82,normal
FR001,2025-05-11T19:39:21.151813,18.25,0.91,normal
FR001,2025-05-11T20:09:21.151813,20.32,1.02,normal
FR001,2025-05-11T20:39:21.151813,20.67,1.03,normal
FR001,2025-05-11T21:09:21.151813,23.01,1.15,normal
FR001,2025-05-11T21:39:21.151813,20.62,1.03,normal
FR001,2025-05-11T22:09:21.151813,19.66,0.98,normal
FR001,2025-05-11T22:39:21.151813,15.69,0.78,normal
FR001,2025-05-11T23:09:21.151813,22.54,1.13,normal
FR001,2025-05-11T23:39:21.151813,18.98,0.95,normal
FR001,2025-05-12T00:09:21.151813,18.93,0.95,normal
FR001,2025-05-12T00:39:21.151813,21.61,1.08,normal
FR001,2025-05-12T01:09:21.151813,15.23,0.76,normal
FR001,2025-05-12T01:39:21.151813,19.4,0.97,normal
FR001,2025-05-12T02:09:21.151813,18.57,0.93,normal
FR001,2025-05-12T02:39:21.151813,18.17,0.91,normal
FR001,2025-05-12T03:09:21.151813,18.56,0.93,normal
FR001,2025-05-12T03:39:21.151813,20.98,1.05,normal
FR001,2025-05-12T04:09:21.151813,14.91,0.75,normal
FR001,2025-05-12T04:39:21.151813,18.8,0.94,normal
FR001,2025-05-12T05:09:21.151813,17.04,0.85,normal
FR001,2025-05-12T05:39:21.151813,17.94,0.9,normal
FR001,2025-05-12T06:09:21.151813,16.86,0.84,normal
FR001,2025-05-12T06:39:21.151813,18.71,0.94,normal
FR001,2025-05-12T07:09:21.151813,17.27,0.86,normal
FR001,2025-05-12T07:39:21.151813,18.64,0.93,normal
FR001,2025-05-12T08:09:21.151813,21.04,1.05,normal
FR001,2025-05-12T08:39:21.151813,20.06,1.0,normal
FR001,2025-05-12T09:09:21.151813,23.01,1.15,normal
FR001,2025-05-12T09:39:21.151813,18.55,0.93,normal
FR001,2025-05-12T10:09:21.151813,19.07,0.95,normal
FR001,2025-05-12T10:39:21.151813,23.46,1.17,normal
FR001,2025-05-12T11:09:21.151813,46.27,2.31,flood
FR001,2025-05-12T11:39:21.151813,17.68,0.88,normal
FR001,2025-05-12T12:09:21.151813,16.37,0.82,normal
FR001,2025-05-12T12:39:21.151813,18.33,0.92,normal
FR001,2025-05-12T13:09:21.151813,21.77,1.09,normal
FR001,2025-05-12T13:39:21.151813,15.42,0.77,normal
FR001,2025-05-12T14:09:21.151813,16.9,0.85,normal
FR001,2025-05-12T14:39:21.151813,19.46,0.97,normal
FR001,2025-05-12T15:09:21.151813,21.39,1.07,normal
FR001,2025-05-12T15:39:21.151813,21.18,1.06,normal
FR001,2025-05-12T16:09:21.151813,19.41,0.97,normal
FR001,2025-05-12T16:39:21.151813,20.64,1.03,normal
FR001,2025-05-12T17:09:21.151813,18.51,0.93,normal
FR001,2025-05-12T17:39:21.151813,18.49,0.92,normal
FR001,2025-05-12T18:09:21.151813,21.77,1.09,normal
FR001,2025-05-12T18:39:21.151813,19.41,0.97,normal
FR001,2025-05-12T19:09:21.151813,21.49,1.07,normal
FR001,2025-05-12T19:39:21.151813,21.01,1.05,normal
FR001,2025-05-12T20:09:21.151813,19.56,0.98,normal
FR001,2025-05-12T20:39:21.151813,20.13,1.01,normal
FR001,2025-05-12T21:09:21.151813,19.23,0.96,normal
FR001,2025-05-12T21:39:21.151813,15.72,0.79,normal
FR001,2025-05-12T22:09:21.151813,18.24,0.91,normal
FR001,2025-05-12T22:39:21.151813,19.85,0.99,normal
FR001,2025-05-12T23:09:21.151813,21.38,1.07,normal
FR001,2025-05-12T23:39:21.151813,18.74,0.94,normal
FR001,2025-05-13T00:09:21.151813,19.22,0.96,normal
FR001,2025-05-13T00:39:21.151813,18.94,0.95,normal
FR001,2025-05-13T01:09:21.151813,19.16,0.96,normal
FR001,2025-05-13T01:39:21.151813,19.01,0.95,normal
FR001,2025-05-13T02:09:21.151813,16.08,0.8,normal
FR001,2025-05-13T02:39:21.151813,18.04,0.9,normal
FR001,2025-05-13T03:09:21.151813,19.02,0.95,normal
FR001,2025-05-13T03:39:21.151813,19.12,0.96,normal
FR001,2025-05-13T04:09:21.151813,20.81,1.04,normal
FR001,2025-05-13T04:39:21.151813,18.69,0.93,normal
FR001,2025-05-13T05:09:21.151813,15.08,0.75,normal
FR001,2025-05-13T05:39:21.151813,36.51,1.83,high
FR001,2025-05-13T06:09:21.151813,14.44,0.72,normal
FR001,2025-05-13T06:39:21.151813,20.57,1.03,normal
FR001,2025-05-13T07:09:21.151813,17.45,0.87,normal
FR001,2025-05-13T07:39:21.151813,17.98,0.9,normal
FR001,2025-05-13T08:09:21.151813,17.73,0.89,normal
FR001,2025-05-13T08:39:21.151813,20.58,1.03,normal
FR001,2025-05-13T09:09:21.151813,19.03,0.95,normal
FR001,2025-05-13T09:39:21.151813,15.89,0.79,normal
FR001,2025-05-13T10:09:21.151813,20.16,1.01,normal
FR001,2025-05-13T10:39:21.151813,22.06,1.1,normal
FR001,2025-05-13T11:09:21.151813,17.77,0.89,normal
FR001,2025-05-13T11:39:21.151813,23.36,1.17,normal
FR001,2025-05-13T12:09:21.151813,20.88,1.04,normal
FR001,2025-05-13T12:39:21.151813,19.66,0.98,normal
FR001,2025-05-13T13:09:21.151813,18.72,0.94,normal
FR001,2025-05-13T13:39:21.151813,18.14,0.91,normal
FR001,2025-05-13T14:09:21.151813,22.36,1.12,normal
FR001,2025-05-13T14:39:21.151813,18.32,0.92,normal
FR001,2025-05-13T15:09:21.151813,21.35,1.07,normal
FR001,2025-05-13T15:39:21.151813,41.66,2.08,flood
FR001,2025-05-13T16:09:21.151813,19.25,0.96,normal
FR001,2025-05-13T16:39:21.151813,16.91,0.85,normal
FR001,2025-05-13T17:09:21.151813,19.26,0.96,normal
FR001,2025-05-13T17:39:21.151813,20.39,1.02,normal
FR001,2025-05-13T18:09:21.151813,22.82,1.14,normal
FR001,2025-05-13T18:39:21.151813,17.48,0.87,normal
FR001,2025-05-13T19:09:21.151813,16.19,0.81,normal
FR001,2025-05-13T19:39:21.151813,18.27,0.91,normal
FR001,2025-05-13T20:09:21.151813,19.31,0.97,normal
FR001,2025-05-13T20:39:21.151813,21.2,1.06,normal
FR001,2025-05-13T21:09:21.151813,21.1,1.05,normal
FR001,2025-05-13T21:39:21.151813,20.08,1.0,normal
FR001,2025-05-13T22:09:21.151813,20.45,1.02,normal
FR001,2025-05-13T22:39:21.151813,17.64,0.88,normal
FR001,2025-05-13T23:09:21.151813,18.18,0.91,normal
FR001,2025-05-13T23:39:21.151813,17.71,0.89,normal
FR001,2025-05-14T00:09:21.151813,17.16,0.86,normal
FR001,2025-05-14T00:39:21.151813,19.83,0.99,normal
FR001,2025-05-14T01:09:21.151813,19.12,0.96,normal
FR001,2025-05-14T01:39:21.151813,19.85,0.99,normal
FR001,2025-05-14T02:09:21.151813,15.8,0.79,normal
FR001,2025-05-14T02:39:21.151813,18.71,0.94,normal
FR001,2025-05-14T03:09:21.151813,18.66,0.93,normal
FR001,2025-05-14T03:39:21.151813,20.5,1.02,normal
FR001,2025-05-14T04:09:21.151813,15.8,0.79,normal
FR001,2025-05-14T04:39:21.151813,47.78,2.39,flood
FR001,2025-05-14T05:09:21.151813,19.14,0.96,normal
FR001,2025-05-14T05:39:21.151813,20.07,1.0,normal
FR001,2025-05-14T06:09:21.151813,19.28,0.96,normal
FR001,2025-05-14T06:39:21.151813,17.4,0.87,normal
FR001,2025-05-14T07:09:21.151813,18.95,0.95,normal
FR001,2025-05-14T07:39:21.151813,19.83,0.99,normal
FR001,2025-05-14T08:09:21.151813,17.49,0.87,normal
FR001,2025-05-14T08:39:21.151813,15.79,0.79,normal
FR001,2025-05-14T09:09:21.151813,16.94,0.85,normal
FR001,2025-05-14T09:39:21.151813,18.69,0.93,normal
FR001,2025-05-14T10:09:21.151813,18.76,0.94,normal
FR001,2025-05-14T10:39:21.151813,20.72,1.04,normal
FR001,2025-05-14T11:09:21.151813,19.96,1.0,normal
FR001,2025-05-14T11:39:21.151813,15.65,0.78,normal
FR001,2025-05-14T12:09:21.151813,21.0,1.05,normal
FR001,2025-05-14T12:39:21.151813,21.85,1.09,normal
FR001,2025-05-14T13:09:21.151813,19.63,0.98,normal
FR001,2025-05-14T13:39:21.151813,21.22,1.06,normal
FR001,2025-05-14T14:09:21.151813,17.63,0.88,normal
FR001,2025-05-14T14:39:21.151813,19.11,0.96,normal
FR001,2025-05-14T15:09:21.151813,21.2,1.06,normal
FR001,2025-05-14T15:39:21.151813,15.74,0.79,normal
FR001,2025-05-14T16:09:21.151813,22.03,1.1,normal
FR001,2025-05-14T16:39:21.151813,21.28,1.06,normal
FR001,2025-05-14T17:09:21.151813,14.9,0.74,normal
FR001,2025-05-14T17:39:21.151813,19.28,0.96,normal
FR001,2025-05-14T18:09:21.151813,17.95,0.9,normal
FR001,2025-05-14T18:39:21.151813,20.45,1.02,normal
FR001,2025-05-14T19:09:21.151813,19.9,0.99,normal
FR001,2025-05-14T19:39:21.151813,18.67,0.93,normal
FR001,2025-05-14T20:09:21.151813,16.29,0.81,normal
FR001,2025-05-14T20:39:21.151813,18.67,0.93,normal
FR001,2025-05-14T21:09:21.151813,23.4,1.17,normal
FR001,2025-05-14T21:39:21.151813,17.42,0.87,normal
FR001,2025-05-14T22:09:21.151813,16.68,0.83,normal
FR001,2025-05-14T22:39:21.151813,19.7,0.98,normal
FR001,2025-05-14T23:09:21.151813,20.64,1.03,normal
FR001,2025-05-14T23:39:21.151813,15.95,0.8,normal
FR001,2025-05-15T00:09:21.151813,25.04,1.25,high
FR001,2025-05-15T00:39:21.151813,17.29,0.86,normal
FR001,2025-05-15T01:09:21.151813,17.73,0.89,normal
FR001,2025-05-15T01:39:21.151813,18.57,0.93,normal
FR001,2025-05-15T02:09:21.151813,21.96,1.1,normal
FR001,2025-05-15T02:39:21.151813,20.64,1.03,normal
FR001,2025-05-15T03:09:21.151813,18.4,0.92,normal
FR001,2025-05-15T03:39:21.151813,17.34,0.87,normal
FR001,2025-05-15T04:09:21.151813,18.71,0.94,normal
FR001,2025-05-15T04:39:21.151813,36.54,1.83,high
FR001,2025-05-15T05:09:21.151813,19.61,0.98,normal
FR001,2025-05-15T05:39:21.151813,16.43,0.82,normal
FR001,2025-05-15T06:09:21.151813,19.77,0.99,normal
FR001,2025-05-15T06:39:21.151813,18.33,0.92,normal
FR001,2025-05-15T07:09:21.151813,19.14,0.96,normal
FR001,2025-05-15T07:39:21.151813,19.8,0.99,normal
FR001,2025-05-15T08:09:21.151813,41.1,2.05,flood
FR001,2025-05-15T08:39:21.151813,18.57,0.93,normal
FR001,2025-05-15T09:09:21.151813,16.13,0.81,normal
FR001,2025-05-15T09:39:21.151813,16.59,0.83,normal
FR001,2025-05-15T10:09:21.151813,19.23,0.96,normal
FR001,2025-05-15T10:39:21.151813,15.15,0.76,normal
FR001,2025-05-15T11:09:21.151813,19.67,0.98,normal
FR001,2025-05-15T11:39:21.151813,16.96,0.85,normal
FR001,2025-05-15T12:09:21.151813,17.84,0.89,normal
FR001,2025-05-15T12:39:21.151813,17.12,0.86,normal
FR001,2025-05-15T13:09:21.151813,20.47,1.02,normal
FR001,2025-05-15T13:39:21.151813,21.71,1.09,normal
FR001,2025-05-15T14:09:21.151813,15.78,0.79,normal
FR001,2025-05-15T14:39:21.151813,16.21,0.81,normal
FR001,2025-05-15T15:09:21.151813,16.87,0.84,normal
FR001,2025-05-15T15:39:21.151813,19.6,0.98,normal
FR001,2025-05-15T16:09:21.151813,20.99,1.05,normal
FR001,2025-05-15T16:39:21.151813,20.49,1.02,normal
FR001,2025-05-15T17:09:21.151813,22.07,1.1,normal
FR001,2025-05-15T17:39:21.151813,18.47,0.92,normal
FR001,2025-05-15T18:09:21.151813,19.57,0.98,normal
FR001,2025-05-15T18:39:21.151813,20.13,1.01,normal
FR001,2025-05-15T19:09:21.151813,16.17,0.81,normal
FR001,2025-05-15T19:39:21.151813,18.89,0.94,normal
FR001,2025-05-15T20:09:21.151813,18.92,0.95,normal
FR001,2025-05-15T20:39:21.151813,17.97,0.9,normal
FR001,2025-05-15T21:09:21.151813,19.3,0.96,normal
FR001,2025-05-15T21:39:21.151813,18.15,0.91,normal
FR001,2025-05-15T22:09:21.151813,18.04,0.9,normal
FR001,2025-05-15T22:39:21.151813,16.29,0.81,normal
FR001,2025-05-15T23:09:21.151813,18.28,0.91,normal
FR001,2025-05-15T23:39:21.151813,17.85,0.89,normal
FR001,2025-05-16T00:09:21.151813,19.83,0.99,normal
FR001,2025-05-16T00:39:21.151813,20.79,1.04,normal
FR001,2025-05-16T01:09:21.151813,19.16,0.96,normal
FR001,2025-05-16T01:39:21.151813,16.35,0.82,normal
FR001,2025-05-16T02:09:21.151813,20.63,1.03,normal
FR001,2025-05-16T02:39:21.151813,19.83,0.99,normal
FR001,2025-05-16T03:09:21.151813,19.56,0.98,normal
FR001,2025-05-16T03:39:21.151813,19.17,0.96,normal
FR001,2025-05-16T04:09:21.151813,18.88,0.94,normal
FR001,2025-05-16T04:39:21.151813,18.01,0.9,normal
FR001,2025-05-16T05:09:21.151813,14.82,0.74,normal
FR001,2025-05-16T05:39:21.151813,20.71,1.04,normal
FR001,2025-05-16T06:09:21.151813,16.05,0.8,normal
FR001,2025-05-16T06:39:21.151813,17.49,0.87,normal
FR001,2025-05-16T07:09:21.151813,16.59,0.83,normal
FR001,2025-05-16T07:39:21.151813,20.35,1.02,normal
FR001,2025-05-16T08:09:21.151813,17.67,0.88,normal
FR001,2025-05-16T08:39:21.151813,17.78,0.89,normal
FR001,2025-05-16T09:09:21.151813,19.13,0.96,normal
FR001,2025-05-16T09:39:21.151813,15.64,0.78,normal
FR001,2025-05-16T10:09:21.151813,17.15,0.86,normal
FR001,2025-05-16T10:39:21.151813,18.76,0.94,normal
FR001,2025-05-16T11:09:21.151813,18.84,0.94,normal
FR001,2025-05-16T11:39:21.151813,20.41,1.02,normal
FR001,2025-05-16T12:09:21.151813,18.96,0.95,normal
FR001,2025-05-16T12:39:21.151813,18.87,0.94,normal
FR001,2025-05-16T13:09:21.151813,17.5,0.88,normal
FR001,2025-05-16T13:39:21.151813,17.09,0.85,normal
FR001,2025-05-16T14:09:21.151813,17.08,0.85,normal
FR001,2025-05-16T14:39:21.151813,19.08,0.95,normal
FR001,2025-05-16T15:09:21.151813,19.37,0.97,normal
FR001,2025-05-16T15:39:21.151813,19.47,0.97,normal
FR001,2025-05-16T16:09:21.151813,21.23,1.06,normal
FR001,2025-05-16T16:39:21.151813,17.71,0.89,normal
FR001,2025-05-16T17:09:21.151813,19.06,0.95,normal
FR001,2025-05-16T17:39:21.151813,20.11,1.01,normal
FR001,2025-05-16T18:09:21.151813,14.52,0.73,normal
FR001,2025-05-16T18:39:21.151813,18.56,0.93,normal
