sensor_id,timestamp,moisture_percent,soil_temperature_c,conductivity_ms_cm
SM001,2025-05-16T04:39:21.304242,56.5,26.9,1.138
SM001,2025-05-16T05:39:21.304242,52.0,26.8,0.851
SM001,2025-05-16T06:39:21.304242,69.2,26.4,1.335
SM001,2025-05-16T07:39:21.304242,57.2,27.6,1.338
SM001,2025-05-16T08:39:21.304242,69.3,26.3,1.495
SM001,2025-05-16T09:39:21.304242,53.3,26.9,1.053
SM001,2025-05-16T10:39:21.304242,50.8,26.4,1.146
SM001,2025-05-16T11:39:21.304242,53.1,27.2,1.014
SM001,2025-05-16T12:39:21.304242,52.2,26.2,1.077
SM001,2025-05-16T13:39:21.304242,50.9,25.8,1.055
SM001,2025-05-16T14:39:21.304242,48.0,26.1,0.768
SM001,2025-05-16T15:39:21.304242,51.5,25.4,0.909
SM001,2025-05-16T16:39:21.304242,48.3,27.1,1.006
SM001,2025-05-16T17:39:21.304242,55.6,25.8,1.053
SM001,2025-05-16T18:39:21.304242,56.1,26.0,1.087
SM001,2025-05-16T19:39:21.304242,51.0,26.4,1.124
SM001,2025-05-16T20:39:21.304242,60.7,25.9,1.323
SM001,2025-05-16T21:39:21.304242,52.6,26.6,0.916
SM001,2025-05-16T22:39:21.304242,51.3,27.0,0.965
SM001,2025-05-16T23:39:21.304242,59.3,26.8,0.968
SM001,2025-05-17T00:39:21.304242,74.4,25.9,1.515
SM001,2025-05-17T01:39:21.304242,56.3,26.3,1.013
SM001,2025-05-17T02:39:21.304242,56.7,26.0,1.135
SM001,2025-05-17T03:39:21.304242,55.4,26.1,1.022
SM001,2025-05-17T04:39:21.304242,50.3,26.0,1.18
SM001,2025-05-17T05:39:21.304242,53.2,26.7,1.163
SM001,2025-05-17T06:39:21.304242,56.6,25.8,0.896
SM001,2025-05-17T07:39:21.304242,57.6,26.3,1.074
SM001,2025-05-17T08:39:21.304242,69.2,26.2,1.183
SM001,2025-05-17T09:39:21.304242,52.8,27.1,0.915
SM001,2025-05-17T10:39:21.304242,51.3,26.2,1.185
SM001,2025-05-17T11:39:21.304242,51.7,26.4,0.93
SM001,2025-05-17T12:39:21.304242,60.2,26.0,1.303
SM001,2025-05-17T13:39:21.304242,46.7,27.3,1.033
SM001,2025-05-17T14:39:21.304242,48.5,26.1,0.822
SM001,2025-05-17T15:39:21.304242,49.2,26.9,0.986
SM001,2025-05-17T16:39:21.304242,57.2,26.5,1.103
SM001,2025-05-17T17:39:21.304242,54.2,27.0,1.078
SM001,2025-05-17T18:39:21.304242,57.2,26.2,1.072
SM001,2025-05-17T19:39:21.304242,52.5,26.4,1.167
SM001,2025-05-17T20:39:21.304242,52.3,26.4,1.2
SM001,2025-05-17T21:39:21.304242,55.5,25.9,1.059
SM001,2025-05-17T22:39:21.304242,59.7,27.0,1.035
SM001,2025-05-17T23:39:21.304242,59.7,26.5,1.048
SM001,2025-05-18T00:39:21.304242,75.0,27.2,1.69
SM001,2025-05-18T01:39:21.304242,55.7,25.5,0.997
SM001,2025-05-18T02:39:21.304242,53.1,27.0,1.164
SM001,2025-05-18T03:39:21.304242,61.0,26.9,1.24
SM001,2025-05-18T04:39:21.304242,76.2,25.6,1.52
SM001,2025-05-18T05:39:21.304242,53.5,25.9,1.064
SM001,2025-05-18T06:39:21.304242,60.4,25.0,1.243
SM001,2025-05-18T07:39:21.304242,47.1,26.2,0.86
SM001,2025-05-18T08:39:21.304242,57.4,26.4,1.102
SM001,2025-05-18T09:39:21.304242,63.4,25.6,1.301
SM001,2025-05-18T10:39:21.304242,48.8,26.2,0.963
SM001,2025-05-18T11:39:21.304242,50.7,26.6,0.907
SM001,2025-05-18T12:39:21.304242,53.1,26.7,1.137
SM001,2025-05-18T13:39:21.304242,47.4,27.2,1.143
SM001,2025-05-18T14:39:21.304242,49.5,26.2,1.015
SM001,2025-05-18T15:39:21.304242,51.3,26.8,0.909
SM001,2025-05-18T16:39:21.304242,56.7,26.6,1.167
SM001,2025-05-18T17:39:21.304242,66.3,26.5,1.442
SM001,2025-05-18T18:39:21.304242,53.7,25.6,0.96
SM001,2025-05-18T19:39:21.304242,54.4,26.6,1.074
SM001,2025-05-18T20:39:21.304242,55.2,26.5,1.038
SM001,2025-05-18T21:39:21.304242,55.3,26.0,1.055
SM001,2025-05-18T22:39:21.304242,55.3,25.2,1.203
SM001,2025-05-18T23:39:21.304242,53.6,26.6,0.959
SM001,2025-05-19T00:39:21.304242,51.9,26.9,1.137
SM001,2025-05-19T01:39:21.304242,61.6,26.5,1.301
SM001,2025-05-19T02:39:21.304242,51.3,25.8,1.092
SM001,2025-05-19T03:39:21.304242,57.4,26.6,1.259
SM001,2025-05-19T04:39:21.304242,55.1,26.1,0.915
SM001,2025-05-19T05:39:21.304242,51.7,26.6,1.108
SM001,2025-05-19T06:39:21.304242,57.6,25.8,1.318
SM001,2025-05-19T07:39:21.304242,52.9,26.2,1.094
SM001,2025-05-19T08:39:21.304242,64.4,25.8,1.217
SM001,2025-05-19T09:39:21.304242,55.2,25.7,1.261
SM001,2025-05-19T10:39:21.304242,71.4,25.7,1.457
SM001,2025-05-19T11:39:21.304242,51.0,25.4,0.859
SM001,2025-05-19T12:39:21.304242,54.1,26.5,1.059
SM001,2025-05-19T13:39:21.304242,50.9,26.1,1.036
SM001,2025-05-19T14:39:21.304242,53.4,27.4,0.972
SM001,2025-05-19T15:39:21.304242,50.8,25.2,1.111
SM001,2025-05-19T16:39:21.304242,54.0,26.5,1.142
SM001,2025-05-19T17:39:21.304242,52.8,26.2,1.127
SM001,2025-05-19T18:39:21.304242,56.5,27.6,1.142
SM001,2025-05-19T19:39:21.304242,57.2,26.2,0.985
SM001,2025-05-19T20:39:21.304242,60.6,27.1,1.322
SM001,2025-05-19T21:39:21.304242,52.1,25.8,0.984
SM001,2025-05-19T22:39:21.304242,60.8,26.5,1.248
SM001,2025-05-19T23:39:21.304242,53.8,27.4,1.136
SM001,2025-05-20T00:39:21.304242,57.8,26.7,1.045
SM001,2025-05-20T01:39:21.304242,54.0,26.1,0.987
SM001,2025-05-20T02:39:21.304242,54.9,25.6,0.903
SM001,2025-05-20T03:39:21.304242,51.1,25.7,1.146
SM001,2025-05-20T04:39:21.304242,54.0,25.4,1.164
SM001,2025-05-20T05:39:21.304242,58.1,26.2,1.208
SM001,2025-05-20T06:39:21.304242,57.7,26.2,1.112
SM001,2025-05-20T07:39:21.304242,55.0,26.1,1.101
SM001,2025-05-20T08:39:21.304242,53.4,26.5,1.147
SM001,2025-05-20T09:39:21.304242,56.3,26.3,1.153
SM001,2025-05-20T10:39:21.304242,51.7,26.4,0.878
SM001,2025-05-20T11:39:21.304242,51.1,25.8,0.986
SM001,2025-05-20T12:39:21.304242,51.7,26.1,1.053
SM001,2025-05-20T13:39:21.304242,47.4,26.2,1.126
SM001,2025-05-20T14:39:21.304242,57.0,26.5,1.073
SM001,2025-05-20T15:39:21.304242,48.3,26.0,1.115
SM001,2025-05-20T16:39:21.304242,50.8,26.2,0.916
SM001,2025-05-20T17:39:21.304242,71.2,25.9,1.573
SM001,2025-05-20T18:39:21.304242,54.4,26.7,0.981
SM001,2025-05-20T19:39:21.304242,52.8,27.4,0.995
SM001,2025-05-20T20:39:21.304242,59.9,26.9,1.091
SM001,2025-05-20T21:39:21.304242,57.1,26.7,1.117
SM001,2025-05-20T22:39:21.304242,53.9,25.8,1.164
SM001,2025-05-20T23:39:21.304242,57.8,26.5,1.151
SM001,2025-05-21T00:39:21.304242,59.5,26.1,1.286
SM001,2025-05-21T01:39:21.304242,63.9,25.7,1.388
SM001,2025-05-21T02:39:21.304242,56.6,26.9,1.073
SM001,2025-05-21T03:39:21.304242,49.5,25.7,0.985
SM001,2025-05-21T04:39:21.304242,54.3,26.0,1.161
SM001,2025-05-21T05:39:21.304242,55.4,26.0,1.13
SM001,2025-05-21T06:39:21.304242,55.0,26.6,1.113
SM001,2025-05-21T07:39:21.304242,59.9,26.1,1.081
SM001,2025-05-21T08:39:21.304242,51.6,26.2,1.022
SM001,2025-05-21T09:39:21.304242,47.9,26.1,0.912
SM001,2025-05-21T10:39:21.304242,54.6,26.0,1.105
SM001,2025-05-21T11:39:21.304242,54.5,26.7,1.123
SM001,2025-05-21T12:39:21.304242,45.4,25.8,0.917
SM001,2025-05-21T13:39:21.304242,48.1,26.7,0.878
SM001,2025-05-21T14:39:21.304242,48.2,27.1,0.908
SM001,2025-05-21T15:39:21.304242,47.8,26.6,0.945
SM001,2025-05-21T16:39:21.304242,54.8,25.8,1.09
SM001,2025-05-21T17:39:21.304242,59.1,26.6,1.011
SM001,2025-05-21T18:39:21.304242,78.9,26.9,1.522
SM001,2025-05-21T19:39:21.304242,54.5,26.0,1.174
SM001,2025-05-21T20:39:21.304242,55.3,26.1,1.108
SM001,2025-05-21T21:39:21.304242,53.5,26.4,0.993
SM001,2025-05-21T22:39:21.304242,55.2,27.4,1.21
SM001,2025-05-21T23:39:21.304242,61.2,26.0,1.479
SM001,2025-05-22T00:39:21.304242,54.0,25.8,1.205
SM001,2025-05-22T01:39:21.304242,53.5,26.1,0.996
SM001,2025-05-22T02:39:21.304242,50.0,26.0,0.834
SM001,2025-05-22T03:39:21.304242,58.3,26.1,1.281
SM001,2025-05-22T04:39:21.304242,54.6,25.3,0.997
SM001,2025-05-22T05:39:21.304242,53.1,25.3,1.246
SM001,2025-05-22T06:39:21.304242,60.2,26.7,1.192
SM001,2025-05-22T07:39:21.304242,49.2,26.2,1.054
SM001,2025-05-22T08:39:21.304242,52.8,26.9,1.158
SM001,2025-05-22T09:39:21.304242,53.8,25.9,0.957
SM001,2025-05-22T10:39:21.304242,51.7,26.5,0.813
SM001,2025-05-22T11:39:21.304242,55.7,26.1,1.163
SM001,2025-05-22T12:39:21.304242,53.2,25.4,1.205
SM001,2025-05-22T13:39:21.304242,42.0,26.6,1.024
SM001,2025-05-22T14:39:21.304242,49.2,25.9,0.998
SM001,2025-05-22T15:39:21.304242,50.5,27.0,1.022
SM001,2025-05-22T16:39:21.304242,55.9,27.0,1.076
SM001,2025-05-22T17:39:21.304242,50.9,27.0,1.111
SM001,2025-05-22T18:39:21.304242,54.0,27.0,0.946
SM001,2025-05-22T19:39:21.304242,55.8,26.5,1.081
SM001,2025-05-22T20:39:21.304242,54.5,26.3,1.084
SM001,2025-05-22T21:39:21.304242,54.9,26.4,1.185
SM001,2025-05-22T22:39:21.304242,48.8,25.7,0.972
SM001,2025-05-22T23:39:21.304242,52.0,26.3,1.105
SM001,2025-05-23T00:39:21.304242,52.4,26.3,1.066
SM001,2025-05-23T01:39:21.304242,53.5,26.6,0.978
SM001,2025-05-23T02:39:21.304242,55.6,26.0,1.016
SM001,2025-05-23T03:39:21.304242,55.0,25.7,0.928
SM001,2025-05-23T04:39:21.304242,58.5,25.7,1.225
SM001,2025-05-23T05:39:21.304242,67.6,27.2,1.4
SM001,2025-05-23T06:39:21.304242,56.6,26.5,1.157
SM001,2025-05-23T07:39:21.304242,77.8,26.5,1.523
SM001,2025-05-23T08:39:21.304242,50.7,25.2,1.09
SM001,2025-05-23T09:39:21.304242,48.3,26.6,0.91
SM001,2025-05-23T10:39:21.304242,65.3,26.3,1.426
SM001,2025-05-23T11:39:21.304242,52.2,26.4,0.933
SM001,2025-05-23T12:39:21.304242,49.9,25.7,1.045
SM001,2025-05-23T13:39:21.304242,46.2,26.0,0.796
SM001,2025-05-23T14:39:21.304242,45.8,25.6,0.984
SM001,2025-05-23T15:39:21.304242,52.1,26.6,0.935
SM001,2025-05-23T16:39:21.304242,50.7,26.0,0.877
SM001,2025-05-23T17:39:21.304242,49.8,26.2,1.086
SM001,2025-05-23T18:39:21.304242,50.3,26.7,0.904
SM001,2025-05-23T19:39:21.304242,55.3,25.9,1.322
SM001,2025-05-23T20:39:21.304242,57.3,26.5,1.114
SM001,2025-05-23T21:39:21.304242,51.3,26.7,0.987
SM001,2025-05-23T22:39:21.304242,55.2,25.0,1.14
SM001,2025-05-23T23:39:21.304242,49.3,26.4,1.037
SM001,2025-05-24T00:39:21.304242,55.7,26.9,1.036
SM001,2025-05-24T01:39:21.304242,50.2,25.6,1.198
SM001,2025-05-24T02:39:21.304242,56.9,25.4,1.154
SM001,2025-05-24T03:39:21.304242,53.5,26.1,1.094
SM001,2025-05-24T04:39:21.304242,52.2,25.1,1.11
SM001,2025-05-24T05:39:21.304242,59.3,26.9,1.207
SM001,2025-05-24T06:39:21.304242,64.9,25.7,1.179
SM001,2025-05-24T07:39:21.304242,50.5,26.4,0.997
SM001,2025-05-24T08:39:21.304242,42.6,26.9,0.674
SM001,2025-05-24T09:39:21.304242,54.8,25.9,1.075
SM001,2025-05-24T10:39:21.304242,50.7,26.0,1.11
SM001,2025-05-24T11:39:21.304242,50.1,26.1,0.994
SM001,2025-05-24T12:39:21.304242,48.5,26.0,0.743
SM001,2025-05-24T13:39:21.304242,49.3,25.8,0.919
SM001,2025-05-24T14:39:21.304242,52.2,26.3,1.006
SM001,2025-05-24T15:39:21.304242,55.8,27.7,1.047
SM001,2025-05-24T16:39:21.304242,48.1,27.0,0.986
SM001,2025-05-24T17:39:21.304242,58.5,25.8,0.96
SM001,2025-05-24T18:39:21.304242,66.1,26.3,1.385
SM001,2025-05-24T19:39:21.304242,56.4,26.7,1.187
SM001,2025-05-24T20:39:21.304242,54.7,26.0,1.109
SM001,2025-05-24T21:39:21.304242,60.7,26.9,1.218
SM001,2025-05-24T22:39:21.304242,57.0,25.5,1.114
SM001,2025-05-24T23:39:21.304242,43.8,26.5,0.92
SM001,2025-05-25T00:39:21.304242,54.6,25.6,1.074
SM001,2025-05-25T01:39:21.304242,51.2,26.2,1.069
SM001,2025-05-25T02:39:21.304242,56.7,26.8,1.001
SM001,2025-05-25T03:39:21.304242,56.5,26.2,0.902
SM001,2025-05-25T04:39:21.304242,55.5,25.7,1.167
SM001,2025-05-25T05:39:21.304242,52.5,26.0,1.105
SM001,2025-05-25T06:39:21.304242,58.0,26.2,1.156
SM001,2025-05-25T07:39:21.304242,50.6,26.7,1.118
SM001,2025-05-25T08:39:21.304242,46.2,26.7,1.001
SM001,2025-05-25T09:39:21.304242,53.1,25.9,1.098
SM001,2025-05-25T10:39:21.304242,51.7,25.9,1.022
SM001,2025-05-25T11:39:21.304242,59.7,26.8,1.158
SM001,2025-05-25T12:39:21.304242,45.5,26.2,0.74
SM001,2025-05-25T13:39:21.304242,43.6,26.1,0.825
SM001,2025-05-25T14:39:21.304242,51.6,25.5,0.987
SM001,2025-05-25T15:39:21.304242,67.9,26.1,1.179
SM001,2025-05-25T16:39:21.304242,51.7,26.1,1.192
SM001,2025-05-25T17:39:21.304242,55.9,26.0,0.983
SM001,2025-05-25T18:39:21.304242,61.6,25.6,1.301
SM001,2025-05-25T19:39:21.304242,57.0,26.0,1.044
SM001,2025-05-25T20:39:21.304242,60.0,26.3,1.024
SM001,2025-05-25T21:39:21.304242,51.9,26.4,0.959
SM001,2025-05-25T22:39:21.304242,56.9,26.0,1.256
SM001,2025-05-25T23:39:21.304242,59.2,26.1,1.176
SM001,2025-05-26T00:39:21.304242,55.7,25.9,1.038
SM001,2025-05-26T01:39:21.304242,52.3,26.0,1.012
SM001,2025-05-26T02:39:21.304242,50.9,26.6,1.032
SM001,2025-05-26T03:39:21.304242,53.1,26.4,1.115
SM001,2025-05-26T04:39:21.304242,53.6,26.5,1.125
SM001,2025-05-26T05:39:21.304242,55.7,26.0,1.106
SM001,2025-05-26T06:39:21.304242,52.2,25.6,0.977
SM001,2025-05-26T07:39:21.304242,51.7,26.2,0.994
SM001,2025-05-26T08:39:21.304242,54.9,26.0,0.951
SM001,2025-05-26T09:39:21.304242,48.0,26.6,0.98
SM001,2025-05-26T10:39:21.304242,53.1,25.7,1.012
SM001,2025-05-26T11:39:21.304242,47.6,25.5,0.912
SM001,2025-05-26T12:39:21.304242,56.7,25.5,0.998
SM001,2025-05-26T13:39:21.304242,52.1,25.8,1.005
SM001,2025-05-26T14:39:21.304242,50.0,26.2,1.234
SM001,2025-05-26T15:39:21.304242,52.4,25.7,1.104
SM001,2025-05-26T16:39:21.304242,49.7,25.8,1.07
SM001,2025-05-26T17:39:21.304242,58.0,26.0,1.052
SM001,2025-05-26T18:39:21.304242,53.4,26.0,1.05
SM001,2025-05-26T19:39:21.304242,56.6,26.8,1.191
SM001,2025-05-26T20:39:21.304242,56.0,25.7,1.281
SM001,2025-05-26T21:39:21.304242,53.5,26.1,0.992
SM001,2025-05-26T22:39:21.304242,49.2,25.6,0.923
SM001,2025-05-26T23:39:21.304242,54.4,26.2,1.188
SM001,2025-05-27T00:39:21.304242,66.9,26.1,1.264
SM001,2025-05-27T01:39:21.304242,57.4,25.9,1.109
SM001,2025-05-27T02:39:21.304242,51.0,26.5,1.035
SM001,2025-05-27T03:39:21.304242,54.3,25.7,1.032
SM001,2025-05-27T04:39:21.304242,58.5,25.1,1.318
SM001,2025-05-27T05:39:21.304242,50.7,26.4,0.922
SM001,2025-05-27T06:39:21.304242,58.3,26.3,1.234
SM001,2025-05-27T07:39:21.304242,53.3,25.8,0.982
SM001,2025-05-27T08:39:21.304242,49.4,26.8,1.022
SM001,2025-05-27T09:39:21.304242,53.6,25.7,1.064
SM001,2025-05-27T10:39:21.304242,54.3,25.7,1.25
SM001,2025-05-27T11:39:21.304242,47.4,26.3,0.949
SM001,2025-05-27T12:39:21.304242,44.4,26.3,0.84
SM001,2025-05-27T13:39:21.304242,49.9,25.4,0.989
SM001,2025-05-27T14:39:21.304242,52.0,25.5,0.978
SM001,2025-05-27T15:39:21.304242,45.9,26.4,0.961
SM001,2025-05-27T16:39:21.304242,52.0,26.1,0.941
SM001,2025-05-27T17:39:21.304242,46.1,25.9,0.993
SM001,2025-05-27T18:39:21.304242,50.2,26.8,0.745
SM001,2025-05-27T19:39:21.304242,52.1,26.3,1.207
SM001,2025-05-27T20:39:21.304242,52.5,26.2,1.128
SM001,2025-05-27T21:39:21.304242,49.3,26.6,1.094
SM001,2025-05-27T22:39:21.304242,54.2,25.8,1.017
SM001,2025-05-27T23:39:21.304242,54.1,26.1,1.174
SM001,2025-05-28T00:39:21.304242,69.5,26.4,1.388
SM002,2025-04-28T01:39:21.369765,56.8,27.0,1.122
SM002,2025-04-28T02:39:21.369765,58.9,26.6,1.101
SM002,2025-04-28T03:39:21.369765,63.9,27.0,1.36
SM002,2025-04-28T04:39:21.369765,75.3,27.3,1.532
SM002,2025-04-28T05:39:21.369765,62.7,26.9,1.21
SM002,2025-04-28T06:39:21.369765,57.0,27.2,1.305
SM002,2025-04-28T07:39:21.369765,56.2,26.3,1.141
SM002,2025-04-28T08:39:21.369765,58.9,26.9,1.254
SM002,2025-04-28T09:39:21.369765,50.6,27.0,1.182
SM002,2025-04-28T10:39:21.369765,55.8,26.1,1.112
SM002,2025-04-28T11:39:21.369765,55.6,26.2,1.08
SM002,2025-04-28T12:39:21.369765,52.5,26.5,1.036
SM002,2025-04-28T13:39:21.369765,47.9,26.8,1.015
SM002,2025-04-28T14:39:21.369765,56.6,26.8,1.327
SM002,2025-04-28T15:39:21.369765,47.9,26.8,1.091
SM002,2025-04-28T16:39:21.369765,57.1,26.9,1.237
SM002,2025-04-28T17:39:21.369765,58.0,27.1,1.066
SM002,2025-04-28T18:39:21.369765,54.1,26.8,1.035
SM002,2025-04-28T19:39:21.369765,63.8,27.0,1.367
SM002,2025-04-28T20:39:21.369765,60.3,27.1,1.146
SM002,2025-04-28T21:39:21.369765,58.6,26.9,1.119
SM002,2025-04-28T22:39:21.369765,78.5,27.0,1.497
SM002,2025-04-28T23:39:21.369765,55.2,27.5,1.168
SM002,2025-04-29T00:39:21.369765,68.9,27.4,1.469
SM002,2025-04-29T01:39:21.369765,64.4,27.0,1.262
SM002,2025-04-29T02:39:21.369765,59.0,25.8,1.229
SM002,2025-04-29T03:39:21.369765,56.1,27.2,1.13
SM002,2025-04-29T04:39:21.369765,66.6,26.1,1.202
SM002,2025-04-29T05:39:21.369765,57.6,27.2,1.048
SM002,2025-04-29T06:39:21.369765,61.9,26.6,1.245
SM002,2025-04-29T07:39:21.369765,59.0,26.9,0.995
SM002,2025-04-29T08:39:21.369765,55.9,26.9,1.227
SM002,2025-04-29T09:39:21.369765,54.4,26.9,1.146
SM002,2025-04-29T10:39:21.369765,52.5,26.7,1.249
SM002,2025-04-29T11:39:21.369765,55.6,27.0,1.039
SM002,2025-04-29T12:39:21.369765,53.2,26.5,1.202
SM002,2025-04-29T13:39:21.369765,57.5,26.9,1.058
SM002,2025-04-29T14:39:21.369765,62.3,26.8,1.48
SM002,2025-04-29T15:39:21.369765,52.4,26.3,0.821
SM002,2025-04-29T16:39:21.369765,60.1,25.7,1.239
SM002,2025-04-29T17:39:21.369765,58.6,27.3,1.205
SM002,2025-04-29T18:39:21.369765,67.4,27.2,1.367
SM002,2025-04-29T19:39:21.369765,63.4,26.9,1.342
SM002,2025-04-29T20:39:21.369765,59.8,27.3,1.031
SM002,2025-04-29T21:39:21.369765,61.6,26.2,1.139
SM002,2025-04-29T22:39:21.369765,55.7,27.4,1.212
SM002,2025-04-29T23:39:21.369765,57.0,27.5,1.206
SM002,2025-04-30T00:39:21.369765,59.5,27.0,1.179
SM002,2025-04-30T01:39:21.369765,59.3,26.6,1.238
SM002,2025-04-30T02:39:21.369765,62.3,27.0,1.222
SM002,2025-04-30T03:39:21.369765,59.5,27.1,1.393
SM002,2025-04-30T04:39:21.369765,57.6,26.4,1.242
SM002,2025-04-30T05:39:21.369765,54.6,26.3,1.086
SM002,2025-04-30T06:39:21.369765,59.9,26.3,1.154
SM002,2025-04-30T07:39:21.369765,59.1,26.1,1.178
SM002,2025-04-30T08:39:21.369765,56.9,28.0,1.064
SM002,2025-04-30T09:39:21.369765,55.1,26.0,0.918
SM002,2025-04-30T10:39:21.369765,54.6,26.8,1.259
SM002,2025-04-30T11:39:21.369765,55.6,27.0,1.101
SM002,2025-04-30T12:39:21.369765,57.9,26.2,1.008
SM002,2025-04-30T13:39:21.369765,53.5,26.0,1.043
SM002,2025-04-30T14:39:21.369765,54.7,26.9,1.03
SM002,2025-04-30T15:39:21.369765,51.5,27.3,1.015
SM002,2025-04-30T16:39:21.369765,54.8,26.0,1.238
SM002,2025-04-30T17:39:21.369765,52.3,26.0,1.268
SM002,2025-04-30T18:39:21.369765,57.3,26.6,1.142
SM002,2025-04-30T19:39:21.369765,56.1,27.8,1.292
SM002,2025-04-30T20:39:21.369765,57.1,27.1,1.144
SM002,2025-04-30T21:39:21.369765,53.2,26.9,1.162
SM002,2025-04-30T22:39:21.369765,64.2,26.7,1.328
SM002,2025-04-30T23:39:21.369765,58.7,27.6,1.166
SM002,2025-05-01T00:39:21.369765,57.9,26.6,1.03
SM002,2025-05-01T01:39:21.369765,59.1,26.3,1.282
SM002,2025-05-01T02:39:21.369765,56.4,26.9,1.221
SM002,2025-05-01T03:39:21.369765,59.0,27.0,1.252
SM002,2025-05-01T04:39:21.369765,56.8,27.1,1.346
SM002,2025-05-01T05:39:21.369765,62.1,26.2,1.073
SM002,2025-05-01T06:39:21.369765,57.4,26.8,1.112
SM002,2025-05-01T07:39:21.369765,55.8,26.1,1.223
SM002,2025-05-01T08:39:21.369765,51.4,26.9,0.963
SM002,2025-05-01T09:39:21.369765,53.4,27.0,1.095
SM002,2025-05-01T10:39:21.369765,57.9,26.4,1.024
SM002,2025-05-01T11:39:21.369765,49.0,27.5,1.067
SM002,2025-05-01T12:39:21.369765,54.1,26.7,1.106
SM002,2025-05-01T13:39:21.369765,54.9,26.9,0.941
SM002,2025-05-01T14:39:21.369765,48.8,26.9,0.989
SM002,2025-05-01T15:39:21.369765,55.1,26.7,1.096
SM002,2025-05-01T16:39:21.369765,53.0,26.8,1.019
SM002,2025-05-01T17:39:21.369765,57.5,26.2,1.247
SM002,2025-05-01T18:39:21.369765,54.8,26.5,1.004
SM002,2025-05-01T19:39:21.369765,57.5,27.3,0.97
SM002,2025-05-01T20:39:21.369765,62.4,26.3,1.251
SM002,2025-05-01T21:39:21.369765,70.6,27.1,1.398
SM002,2025-05-01T22:39:21.369765,66.2,27.0,1.37
SM002,2025-05-01T23:39:21.369765,60.1,27.3,1.266
SM002,2025-05-02T00:39:21.369765,61.9,27.1,0.96
SM002,2025-05-02T01:39:21.369765,59.3,26.9,1.226
SM002,2025-05-02T02:39:21.369765,59.5,26.7,1.236
SM002,2025-05-02T03:39:21.369765,71.0,26.5,1.361
SM002,2025-05-02T04:39:21.369765,56.3,26.8,1.159
SM002,2025-05-02T05:39:21.369765,56.1,28.1,1.124
SM002,2025-05-02T06:39:21.369765,59.8,27.0,1.155
SM002,2025-05-02T07:39:21.369765,55.4,27.1,1.181
SM002,2025-05-02T08:39:21.369765,53.4,27.4,1.268
SM002,2025-05-02T09:39:21.369765,51.6,27.2,1.0
SM002,2025-05-02T10:39:21.369765,50.3,27.1,1.017
SM002,2025-05-02T11:39:21.369765,52.8,26.5,1.119
SM002,2025-05-02T12:39:21.369765,53.9,26.4,1.208
SM002,2025-05-02T13:39:21.369765,53.3,26.3,1.079
SM002,2025-05-02T14:39:21.369765,52.5,27.0,0.974
SM002,2025-05-02T15:39:21.369765,50.2,27.4,1.097
SM002,2025-05-02T16:39:21.369765,78.0,26.7,1.403
SM002,2025-05-02T17:39:21.369765,50.8,26.7,1.126
SM002,2025-05-02T18:39:21.369765,60.5,27.1,1.082
SM002,2025-05-02T19:39:21.369765,72.7,26.8,1.579
SM002,2025-05-02T20:39:21.369765,55.3,26.8,1.149
SM002,2025-05-02T21:39:21.369765,60.3,26.2,1.253
SM002,2025-05-02T22:39:21.369765,56.9,26.3,1.272
SM002,2025-05-02T23:39:21.369765,53.7,27.0,1.097
SM002,2025-05-03T00:39:21.369765,54.5,27.4,0.987
SM002,2025-05-03T01:39:21.369765,56.5,26.2,1.153
SM002,2025-05-03T02:39:21.369765,59.4,26.8,1.128
SM002,2025-05-03T03:39:21.369765,64.8,27.3,1.196
SM002,2025-05-03T04:39:21.369765,57.0,26.9,1.232
SM002,2025-05-03T05:39:21.369765,58.0,26.2,1.169
SM002,2025-05-03T06:39:21.369765,53.5,26.0,1.153
SM002,2025-05-03T07:39:21.369765,54.3,26.1,0.946
SM002,2025-05-03T08:39:21.369765,67.6,26.6,1.419
SM002,2025-05-03T09:39:21.369765,54.3,27.2,0.963
SM002,2025-05-03T10:39:21.369765,67.1,26.9,1.314
SM002,2025-05-03T11:39:21.369765,50.9,27.5,1.078
SM002,2025-05-03T12:39:21.369765,51.6,27.2,1.048
SM002,2025-05-03T13:39:21.369765,55.0,26.9,1.115
SM002,2025-05-03T14:39:21.369765,56.2,26.4,1.125
SM002,2025-05-03T15:39:21.369765,55.2,26.6,1.079
SM002,2025-05-03T16:39:21.369765,58.2,25.6,1.123
SM002,2025-05-03T17:39:21.369765,59.4,27.2,1.211
SM002,2025-05-03T18:39:21.369765,56.3,26.1,0.979
SM002,2025-05-03T19:39:21.369765,58.2,26.9,1.342
SM002,2025-05-03T20:39:21.369765,55.4,26.5,0.899
SM002,2025-05-03T21:39:21.369765,58.5,26.3,1.098
SM002,2025-05-03T22:39:21.369765,54.7,26.6,1.039
SM002,2025-05-03T23:39:21.369765,57.5,26.4,1.046
SM002,2025-05-04T00:39:21.369765,60.3,27.4,1.091
SM002,2025-05-04T01:39:21.369765,72.9,27.3,1.292
SM002,2025-05-04T02:39:21.369765,53.6,26.5,0.954
SM002,2025-05-04T03:39:21.369765,55.4,27.2,0.962
SM002,2025-05-04T04:39:21.369765,55.5,26.5,1.277
SM002,2025-05-04T05:39:21.369765,77.9,26.7,1.51
SM002,2025-05-04T06:39:21.369765,75.4,26.8,1.448
SM002,2025-05-04T07:39:21.369765,54.6,27.0,1.236
