<<<<<<< HEAD
timestamp,location,rainfall,humidity,temperature,wind_speed
16/2/2020,Tulang Bawang,0.1,97,26.4,3
17/2/2020,Tulang Bawang Barat,13.6,95,26.5,1.5
18/2/2020,Way Kanan,0.1,80,26.8,3.2
19/2/2020,Bandar Lampung,0.1,89,26.8,4.3
20/2/2020,Metro,54.9,92,28.2,5.7
21/2/2020,Lampung Barat,14.2,98,25.8,2.4
22/2/2020,Lampung Selatan,27.6,94,28.6,3.7
23/2/2020,Lampung Tengah,29,94,27.2,6.2
24/2/2020,Lampung Timur,20.1,95,27.6,3.6
25/2/2020,Lampung Utara,3.8,93,24.9,3.3
26/2/2020,Mesuji,0.1,95,26.8,2.5
27/2/2020,Pesawaran,0.1,98,25.2,2.8
28/2/2020,Pesisir Barat,10.4,99,26.7,3
29/2/2020,Pringsewu,0.1,89,28.1,3.9
1/3/2020,Tanggamus,67.6,87,27.2,6.7
2/3/2020,Tulang Bawang,0.1,83,25.8,3.7
3/3/2020,Tulang Bawang Barat,0.1,81,27.2,2.9
4/3/2020,Way Kanan,0.1,98,26.5,3.1
5/3/2020,Bandar Lampung,101.5,99,26,5.1
6/3/2020,Metro,0.1,86,27.8,2.4
7/3/2020,Lampung Barat,0.1,82,26.2,3.4
8/3/2020,Lampung Selatan,0.1,91,26.8,2.4
9/3/2020,Lampung Tengah,10.8,88,27,1.6
10/3/2020,Lampung Timur,0.1,91,27.3,2.9
11/3/2020,Lampung Utara,0.1,78,28.6,1.9
12/3/2020,Mesuji,6.5,89,26.6,3.2
13/3/2020,Pesawaran,0.1,95,25,1.9
14/3/2020,Pesisir Barat,0.1,96,25.5,2.2
15/3/2020,Pringsewu,0.1,84,27.1,2.8
16/3/2020,Tanggamus,7.1,86,26.6,3.3
17/3/2020,Tulang Bawang,0.1,93,26.7,3.8
18/3/2020,Tulang Bawang Barat,0.1,97,26,1.9
19/3/2020,Way Kanan,0.1,96,28.3,3
20/3/2020,Bandar Lampung,9,89,27.5,4.5
21/3/2020,Metro,26.3,92,27.1,5.7
22/3/2020,Lampung Barat,0.1,92,27,2.3
23/3/2020,Lampung Selatan,0.1,92,27.1,2.5
24/3/2020,Lampung Tengah,0.1,82,27.8,3.3
25/3/2020,Lampung Timur,0.1,92,27.7,1.3
26/3/2020,Lampung Utara,0.1,92,26,1.4
27/3/2020,Mesuji,0.1,82,27.1,3.2
28/3/2020,Pesawaran,0.1,84,27.8,4.1
29/3/2020,Pesisir Barat,0.1,87,27.1,3.6
30/3/2020,Pringsewu,50.2,90,27.5,3.6
31/3/2020,Tanggamus,0.1,89,26.6,2
1/4/2020,Tulang Bawang,19.5,94,25.4,2.9
2/4/2020,Tulang Bawang Barat,16,99,26.9,2.3
3/4/2020,Way Kanan,19.6,90,28.3,1.5
4/4/2020,Bandar Lampung,0.1,83,28.2,3.4
5/4/2020,Metro,72.4,92,26,3.3
6/4/2020,Lampung Barat,0.1,92,26.9,1.7
7/4/2020,Lampung Selatan,0.1,85,27.9,3.6
8/4/2020,Lampung Tengah,26.1,99,27.6,7.8
9/4/2020,Lampung Timur,19.5,99,26.5,2.5
10/4/2020,Lampung Utara,66.5,99,27.1,6.3
11/4/2020,Mesuji,0.1,92,26.1,2.8
12/4/2020,Pesawaran,14.8,99,27.7,1.7
13/4/2020,Pesisir Barat,0.1,88,25.1,3.3
14/4/2020,Pringsewu,38.7,99,27.9,4.7
15/4/2020,Tanggamus,38.2,99,28.5,5.1
16/4/2020,Tulang Bawang,15.2,99,26.7,2.3
17/4/2020,Tulang Bawang Barat,0.1,99,26.1,3.6
18/4/2020,Way Kanan,0.1,95,27,3.3
19/4/2020,Bandar Lampung,0.1,83,26,2.6
20/4/2020,Metro,0.1,91,27,3
21/4/2020,Lampung Barat,77.4,99,27.5,5.5
22/4/2020,Lampung Selatan,17.6,93,25.9,3
23/4/2020,Lampung Tengah,5,98,26.9,1.9
24/4/2020,Lampung Timur,14.4,89,26.5,2.6
25/4/2020,Lampung Utara,0.1,85,28.5,1.7
26/4/2020,Mesuji,18.6,90,26.1,2.2
27/4/2020,Pesawaran,24,89,26.5,4.4
28/4/2020,Pesisir Barat,26.3,99,26.3,7.5
29/4/2020,Pringsewu,20.8,99,25.4,2.6
30/4/2020,Tanggamus,0.1,90,26.8,3.8
1/5/2020,Tulang Bawang,0.1,64,31.8,5.1
2/5/2020,Tulang Bawang Barat,0.1,72,29.3,3.7
3/5/2020,Way Kanan,0.1,72,29.1,2.1
4/5/2020,Bandar Lampung,0.1,77,30,4.5
5/5/2020,Metro,0.1,67,29.4,4.4
6/5/2020,Lampung Barat,0.1,77,29.8,2.3
7/5/2020,Lampung Selatan,0.1,61,29.3,4.7
8/5/2020,Lampung Tengah,0.1,68,30.1,3.9
9/5/2020,Lampung Timur,0.1,66,31.1,5
10/5/2020,Lampung Utara,0.1,67,31.5,1.3
11/5/2020,Mesuji,0.1,73,31.6,2.3
12/5/2020,Pesawaran,0.1,71,31.2,2.8
13/5/2020,Pesisir Barat,0.1,70,29.6,3
14/5/2020,Pringsewu,0.1,74,28.9,3.4
15/5/2020,Tanggamus,0.1,65,29.4,5.1
16/5/2020,Tulang Bawang,0.1,70,28.4,2.7
17/5/2020,Tulang Bawang Barat,0.1,76,28.5,1.9
18/5/2020,Way Kanan,0.1,60,31.9,3.3
19/5/2020,Bandar Lampung,0.1,64,31.6,1.7
20/5/2020,Metro,6.8,82,28.8,4.3
21/5/2020,Lampung Barat,0.1,78,29.7,2.3
22/5/2020,Lampung Selatan,7.4,79,28.5,1.8
23/5/2020,Lampung Tengah,0.1,65,31.2,1.8
24/5/2020,Lampung Timur,0.1,70,28.7,2.2
25/5/2020,Lampung Utara,0.1,74,29.6,4.7
26/5/2020,Mesuji,0.1,68,30.3,3.5
27/5/2020,Pesawaran,0.1,70,31.1,3.5
28/5/2020,Pesisir Barat,0.1,74,30.1,3.2
29/5/2020,Pringsewu,0.1,77,29.6,4
30/5/2020,Tanggamus,0.1,67,30.2,4.2
31/5/2020,Tulang Bawang,0.7,75,29.1,4
1/6/2020,Tulang Bawang Barat,6.3,75,31.5,4
2/6/2020,Way Kanan,0.1,74,28.8,4.3
3/6/2020,Bandar Lampung,0.1,75,29.6,2.8
4/6/2020,Metro,0.1,72,29.3,2.2
5/6/2020,Lampung Barat,0.1,68,29.8,2.5
6/6/2020,Lampung Selatan,0.1,65,28.8,2.1
7/6/2020,Lampung Tengah,0.1,65,29,4.6
8/6/2020,Lampung Timur,0.1,69,30.1,4.5
9/6/2020,Lampung Utara,0.1,70,29.2,1.9
10/6/2020,Mesuji,0.1,65,30.9,5.5
11/6/2020,Pesawaran,2.6,69,28.1,1.4
12/6/2020,Pesisir Barat,0.1,72,28.9,4.3
13/6/2020,Pringsewu,2.3,76,29.7,1.6
14/6/2020,Tanggamus,0.1,76,28.5,3.1
15/6/2020,Tulang Bawang,0.1,63,29.5,3.9
16/6/2020,Tulang Bawang Barat,0.1,67,29.2,4.6
17/6/2020,Way Kanan,0.1,70,29.3,3.6
18/6/2020,Bandar Lampung,0.1,71,29.2,4.1
19/6/2020,Metro,10,77,28.5,1.5
20/6/2020,Lampung Barat,0.1,78,28.7,3.8
21/6/2020,Lampung Selatan,0.1,65,28.7,4.2
22/6/2020,Lampung Tengah,0.1,68,29.2,4.5
23/6/2020,Lampung Timur,0.1,58,30.2,2
24/6/2020,Lampung Utara,0.1,81,28.1,2.3
25/6/2020,Mesuji,0.1,63,30.7,4.7
26/6/2020,Pesawaran,0.1,73,29.7,5.2
27/6/2020,Pesisir Barat,0.1,76,29.6,2.7
28/6/2020,Pringsewu,8.1,74,29.4,4.4
29/6/2020,Tanggamus,3.2,83,29.8,2.2
30/6/2020,Tulang Bawang,7.8,84,28.6,1.7
1/7/2020,Tulang Bawang Barat,0.1,67,30.9,4
2/7/2020,Way Kanan,0.1,65,28.8,5.6
3/7/2020,Bandar Lampung,0.1,67,28.7,5.1
4/7/2020,Metro,0.1,76,28.9,2.1
5/7/2020,Lampung Barat,0.1,72,29,1.7
6/7/2020,Lampung Selatan,0.1,65,31.3,3.5
7/7/2020,Lampung Tengah,4,70,30.7,3.9
8/7/2020,Lampung Timur,4.4,67,30.5,4.4
9/7/2020,Lampung Utara,0.1,61,31,4.6
10/7/2020,Mesuji,0.1,78,29.6,2.7
11/7/2020,Pesawaran,0.1,59,30.5,3.5
12/7/2020,Pesisir Barat,0.1,74,31.5,3.7
13/7/2020,Pringsewu,4.8,69,28.7,2.9
14/7/2020,Tanggamus,0.1,69,28.8,3.5
15/7/2020,Tulang Bawang,0.1,70,30.9,2.6
16/7/2020,Tulang Bawang Barat,0.1,74,28.6,3.8
17/7/2020,Way Kanan,0.1,67,28.7,4.6
18/7/2020,Bandar Lampung,0.1,68,30.8,2.9
19/7/2020,Metro,0.1,75,30.8,3.3
20/7/2020,Lampung Barat,3.1,69,30.6,3.3
21/7/2020,Lampung Selatan,0.1,78,29.7,3
22/7/2020,Lampung Tengah,0.1,65,29.9,3.5
23/7/2020,Lampung Timur,0.1,69,30.4,2.7
24/7/2020,Lampung Utara,0.1,73,31.2,1.9
25/7/2020,Mesuji,9.1,87,29.8,1.7
26/7/2020,Pesawaran,0.1,70,29.4,3.4
27/7/2020,Pesisir Barat,0.1,74,28.6,3.5
28/7/2020,Pringsewu,0.1,66,30.4,2
29/7/2020,Tanggamus,0.1,75,28.8,5.1
30/7/2020,Tulang Bawang,0.1,68,28.5,4.4
31/7/2020,Tulang Bawang Barat,0.1,69,27.9,2.3
1/8/2020,Way Kanan,0.1,68,29.8,3.1
2/8/2020,Bandar Lampung,0.1,65,27.9,4.3
3/8/2020,Metro,0.1,73,29.9,2.3
4/8/2020,Lampung Barat,0.1,70,28.5,2.4
5/8/2020,Lampung Selatan,0.1,68,30.3,4.6
6/8/2020,Lampung Tengah,5.4,81,30.2,1.9
7/8/2020,Lampung Timur,0.1,71,30.8,2.4
8/8/2020,Lampung Utara,0.1,70,31.1,3.1
9/8/2020,Mesuji,0.1,72,28.6,4.3
10/8/2020,Pesawaran,0.1,58,31.6,2.9
11/8/2020,Pesisir Barat,0.1,71,29.5,4.7
12/8/2020,Pringsewu,0.1,63,28.9,2.6
13/8/2020,Tanggamus,0.1,64,30.1,3.8
14/8/2020,Tulang Bawang,0.1,62,31.9,3.4
15/8/2020,Tulang Bawang Barat,0.1,72,31.3,3.5
16/8/2020,Way Kanan,0.1,67,28.5,3.2
17/8/2020,Bandar Lampung,0.1,69,28.5,4.4
18/8/2020,Metro,0.1,80,28.9,4.1
19/8/2020,Lampung Barat,0.1,75,28,1.3
20/8/2020,Lampung Selatan,0.1,81,28.1,3.7
21/8/2020,Lampung Tengah,0.1,59,30.6,2.7
22/8/2020,Lampung Timur,0.1,67,31.2,2.4
23/8/2020,Lampung Utara,0.1,64,30.5,2.7
24/8/2020,Mesuji,0.1,62,32,3.7
25/8/2020,Pesawaran,0.1,71,29.7,2
26/8/2020,Pesisir Barat,0.1,67,29.2,1.9
27/8/2020,Pringsewu,0.1,79,29,3.6
28/8/2020,Tanggamus,0.1,63,31.3,4.2
29/8/2020,Tulang Bawang,0.1,81,27.8,3.5
30/8/2020,Tulang Bawang Barat,0.1,72,30.5,3.7
31/8/2020,Way Kanan,0.1,81,27.8,4.7
1/9/2020,Bandar Lampung,0.1,71,30.2,2.6
2/9/2020,Metro,0.1,63,30.3,2.9
3/9/2020,Lampung Barat,0.1,72,30.1,2.2
4/9/2020,Lampung Selatan,0.1,63,30.6,5.4
5/9/2020,Lampung Tengah,5.5,69,29.1,3.9
6/9/2020,Lampung Timur,0.1,75,30.8,3.4
7/9/2020,Lampung Utara,0.1,63,30.8,4.3
8/9/2020,Mesuji,0.1,58,31.4,3.8
9/9/2020,Pesawaran,0.1,71,30.1,4.1
10/9/2020,Pesisir Barat,0.1,66,30.6,3.7
11/9/2020,Pringsewu,0.1,68,30.6,2.7
12/9/2020,Tanggamus,0.1,74,30.1,4.6
13/9/2020,Tulang Bawang,0.1,72,29.6,3.9
14/9/2020,Tulang Bawang Barat,6.2,83,28,2.5
15/9/2020,Way Kanan,0.1,72,29.7,1.5
16/9/2020,Bandar Lampung,0.1,73,30.7,4.7
17/9/2020,Metro,0.1,75,28.3,4.8
18/9/2020,Lampung Barat,1.9,85,28.4,3.8
19/9/2020,Lampung Selatan,0.1,62,30.4,2.8
20/9/2020,Lampung Tengah,0.1,77,29.8,4.9
21/9/2020,Lampung Timur,0.1,68,29.5,4
22/9/2020,Lampung Utara,0.1,72,28.8,3.8
23/9/2020,Mesuji,6.5,83,29.7,1.7
24/9/2020,Pesawaran,2.3,83,29.4,3.6
25/9/2020,Pesisir Barat,0.1,68,31.3,3.8
26/9/2020,Pringsewu,0.1,75,29.9,4.7
27/9/2020,Tanggamus,0.1,78,29,3.8
28/9/2020,Tulang Bawang,0.1,57,31.1,1.9
29/9/2020,Tulang Bawang Barat,0.1,78,28.7,1.7
30/9/2020,Way Kanan,0.1,60,29.7,1.9
1/10/2020,Bandar Lampung,1.4,99,25.8,1.8
2/10/2020,Metro,33.4,99,27.4,8.2
3/10/2020,Lampung Barat,0.1,82,28.3,1.7
4/10/2020,Lampung Selatan,18.2,97,27.8,2.7
5/10/2020,Lampung Tengah,0.1,95,26.5,2.9
6/10/2020,Lampung Timur,23,95,25.3,4.3
7/10/2020,Lampung Utara,0.1,86,26.6,4
8/10/2020,Mesuji,0.1,90,27.3,3.3
9/10/2020,Pesawaran,27.9,98,25.2,6
10/10/2020,Pesisir Barat,25.9,95,26.3,6.8
11/10/2020,Pringsewu,11.4,99,26.5,4.4
12/10/2020,Tanggamus,0.1,83,25.5,1.3
13/10/2020,Tulang Bawang,58.6,89,28.3,5.9
14/10/2020,Tulang Bawang Barat,0.1,85,27.9,3.9
15/10/2020,Way Kanan,19,93,25.1,1.9
16/10/2020,Bandar Lampung,14,93,26.2,2.2
17/10/2020,Metro,28.1,99,27.1,6.1
18/10/2020,Lampung Barat,0.1,99,25.6,3.3
19/10/2020,Lampung Selatan,1.1,90,26.7,4.1
20/10/2020,Lampung Tengah,103.5,99,27,4.6
21/10/2020,Lampung Timur,0.1,99,25.8,4
22/10/2020,Lampung Utara,11.2,99,27.6,4
23/10/2020,Mesuji,10.8,94,26.6,4.2
24/10/2020,Pesawaran,12.4,89,27.2,1.6
25/10/2020,Pesisir Barat,15.5,92,27.1,3
26/10/2020,Pringsewu,0.1,81,26.9,3.8
27/10/2020,Tanggamus,29.9,99,26,5.1
28/10/2020,Tulang Bawang,90,99,26.5,4.4
29/10/2020,Tulang Bawang Barat,67.4,97,25.6,5.7
30/10/2020,Way Kanan,16.7,99,26.3,3.9
31/10/2020,Bandar Lampung,16.5,99,26.7,3.9
1/11/2020,Metro,72.5,99,27,6.3
2/11/2020,Lampung Barat,20.5,97,25.9,4.2
3/11/2020,Lampung Selatan,0.1,81,26.8,3.8
4/11/2020,Lampung Tengah,17.2,85,27.6,3.1
5/11/2020,Lampung Timur,11,99,25.7,2.7
6/11/2020,Lampung Utara,27.7,96,27.1,6.1
7/11/2020,Mesuji,0.1,83,26,4.3
8/11/2020,Pesawaran,0.1,97,25.8,1.8
9/11/2020,Pesisir Barat,25.5,97,25.8,5.4
10/11/2020,Pringsewu,14,99,27.4,1.8
11/11/2020,Tanggamus,23.5,99,26.2,2.5
12/11/2020,Tulang Bawang,24.9,99,26.8,1.7
13/11/2020,Tulang Bawang Barat,0.1,93,27.1,2.6
14/11/2020,Way Kanan,0.1,97,26.9,4.5
15/11/2020,Bandar Lampung,91,93,28.4,7.3
16/11/2020,Metro,3,98,27,2
17/11/2020,Lampung Barat,0.1,83,27.1,3
18/11/2020,Lampung Selatan,0.1,86,25.9,4.2
19/11/2020,Lampung Tengah,0.1,96,25.5,4.2
20/11/2020,Lampung Timur,21.8,96,27.7,3.1
21/11/2020,Lampung Utara,0.1,89,27,3.8
22/11/2020,Mesuji,49.2,87,27.4,4.2
23/11/2020,Pesawaran,0.1,89,25.6,3.3
24/11/2020,Pesisir Barat,14.3,90,26.9,2.2
25/11/2020,Pringsewu,0.1,87,25.3,2.5
26/11/2020,Tanggamus,98.1,91,27.3,3.2
27/11/2020,Tulang Bawang,9.3,88,27.7,4.4
28/11/2020,Tulang Bawang Barat,26.6,93,25.3,7
29/11/2020,Way Kanan,0.1,95,25.1,1.4
30/11/2020,Bandar Lampung,29.7,96,27.9,5
1/12/2020,Metro,74.9,92,26.8,8.6
2/12/2020,Lampung Barat,28.1,89,27.1,7.8
3/12/2020,Lampung Selatan,17,97,27.4,2.1
4/12/2020,Lampung Tengah,24.7,97,26.1,3.7
5/12/2020,Lampung Timur,23.5,93,27.1,4.5
6/12/2020,Lampung Utara,0.1,84,26.3,1.6
7/12/2020,Mesuji,0.1,98,26.8,3.6
8/12/2020,Pesawaran,18.3,94,26.6,1.3
9/12/2020,Pesisir Barat,0.1,89,25.1,3.8
10/12/2020,Pringsewu,23.6,99,27.1,2.8
11/12/2020,Tanggamus,0.1,84,26.8,3.3
12/12/2020,Tulang Bawang,57.5,91,26.6,8.9
13/12/2020,Tulang Bawang Barat,0.1,82,27.8,3.4
14/12/2020,Way Kanan,0.1,92,26.3,2.7
15/12/2020,Bandar Lampung,0.1,83,27.3,1.8
16/12/2020,Metro,0.1,87,26.7,1.6
17/12/2020,Lampung Barat,0.1,84,26.1,4.2
18/12/2020,Lampung Selatan,0.1,92,26.9,3.1
19/12/2020,Lampung Tengah,0.1,81,26.4,4
20/12/2020,Lampung Timur,18.1,91,25.9,2.5
21/12/2020,Lampung Utara,56.9,94,27.1,6.4
22/12/2020,Mesuji,46.3,99,26,6.2
23/12/2020,Pesawaran,0.1,98,26.5,2.1
24/12/2020,Pesisir Barat,0.1,96,27,3.9
25/12/2020,Pringsewu,22.3,87,28.5,3.5
26/12/2020,Tanggamus,0.1,86,26.7,2.8
27/12/2020,Tulang Bawang,0.1,90,28.5,3.1
28/12/2020,Tulang Bawang Barat,0.1,85,26.7,3.6
29/12/2020,Way Kanan,0.1,94,26.9,3.7
30/12/2020,Bandar Lampung,25.2,99,25.7,4.7
31/12/2020,Metro,0.1,95,26.5,2.7
1/1/2021,Lampung Barat,0.1,97,27,2.8
2/1/2021,Lampung Selatan,0.1,88,27.3,3.7
3/1/2021,Lampung Tengah,0.1,88,27.5,3.5
4/1/2021,Lampung Timur,4.5,99,25.5,4.3
5/1/2021,Lampung Utara,0.1,99,25.8,2.3
6/1/2021,Mesuji,23.6,99,27,4.4
7/1/2021,Pesawaran,20.5,99,26.6,3.1
8/1/2021,Pesisir Barat,24.1,85,28.3,2.4
9/1/2021,Pringsewu,0.1,90,26.3,2.9
10/1/2021,Tanggamus,13.6,99,27,2.8
11/1/2021,Tulang Bawang,0.1,92,27.4,4.3
12/1/2021,Tulang Bawang Barat,21.9,99,28.2,1.5
13/1/2021,Way Kanan,13.2,83,28.7,3.3
14/1/2021,Bandar Lampung,8.2,99,27.9,3.1
15/1/2021,Metro,0.1,84,24.8,2.6
16/1/2021,Lampung Barat,13.6,96,28.4,1.3
17/1/2021,Lampung Selatan,23.9,92,27.9,4.2
18/1/2021,Lampung Tengah,0.1,98,26.5,4
19/1/2021,Lampung Timur,12.1,94,28.1,2.2
20/1/2021,Lampung Utara,11.9,94,26.7,1.7
21/1/2021,Mesuji,0.1,94,26.9,4.1
22/1/2021,Pesawaran,0.1,94,28.4,1.9
23/1/2021,Pesisir Barat,19.9,94,26.2,4.2
24/1/2021,Pringsewu,19.9,99,24.9,2.7
25/1/2021,Tanggamus,0.1,96,28.4,1.2
26/1/2021,Tulang Bawang,2.2,96,27.2,3.7
27/1/2021,Tulang Bawang Barat,0.1,83,25.6,2
28/1/2021,Way Kanan,7.9,96,26.9,3.6
29/1/2021,Bandar Lampung,25.6,99,27.6,7.6
30/1/2021,Metro,0.1,81,28,1.6
31/1/2021,Lampung Barat,0.1,85,26.7,2.9
1/2/2021,Lampung Selatan,0.1,89,28.1,4.4
2/2/2021,Lampung Tengah,23.4,99,25.3,4
3/2/2021,Lampung Timur,26.7,99,26.9,5.4
4/2/2021,Lampung Utara,20.1,99,25.2,1.6
5/2/2021,Mesuji,0.1,99,25.8,3.1
6/2/2021,Pesawaran,0.1,99,25.5,2.7
7/2/2021,Pesisir Barat,0.1,89,25.8,2.3
8/2/2021,Pringsewu,0.1,88,28.1,2.8
9/2/2021,Tanggamus,5.3,93,28.7,3
10/2/2021,Tulang Bawang,0.1,91,25.3,2
11/2/2021,Tulang Bawang Barat,0.1,90,28,2.9
12/2/2021,Way Kanan,17.3,93,27.3,1.9
13/2/2021,Bandar Lampung,0.1,86,26.7,2
14/2/2021,Metro,27.8,99,25.2,7.3
15/2/2021,Lampung Barat,3.5,87,25.5,3.2
16/2/2021,Lampung Selatan,0.1,88,26.6,2.2
17/2/2021,Lampung Tengah,0.1,93,27.7,1.2
18/2/2021,Lampung Timur,0.1,84,26.8,3.2
19/2/2021,Lampung Utara,74.6,95,26.5,6.7
20/2/2021,Mesuji,13.7,99,25.6,2.7
21/2/2021,Pesawaran,4.7,84,28.1,4
22/2/2021,Pesisir Barat,0.1,86,27.2,4
23/2/2021,Pringsewu,70,99,26.2,4.4
24/2/2021,Tanggamus,2.4,93,27.9,3.9
25/2/2021,Tulang Bawang,2.7,98,27.1,3.5
26/2/2021,Tulang Bawang Barat,72,89,26.8,4.6
27/2/2021,Way Kanan,67.3,97,26.3,6.6
28/2/2021,Bandar Lampung,8.2,99,25.7,3.4
1/3/2021,Metro,66.6,95,26.6,6.8
2/3/2021,Lampung Barat,0.1,95,27,2.7
3/3/2021,Lampung Selatan,0.1,81,27.2,2.3
4/3/2021,Lampung Tengah,0.1,89,26.9,3
5/3/2021,Lampung Timur,83.7,89,27.1,4.3
6/3/2021,Lampung Utara,0.1,84,26,4.4
7/3/2021,Mesuji,0.1,81,27.3,2.9
8/3/2021,Pesawaran,20.7,99,26.7,3.9
9/3/2021,Pesisir Barat,94.3,99,28,7.3
10/3/2021,Pringsewu,0.1,97,27.2,3.7
11/3/2021,Tanggamus,12.6,99,26.5,1.6
12/3/2021,Tulang Bawang,8,99,26.6,3
13/3/2021,Tulang Bawang Barat,18.5,99,27,1.4
14/3/2021,Way Kanan,0.1,89,25.6,2.7
15/3/2021,Bandar Lampung,9.2,99,26.4,1.8
16/3/2021,Metro,0.1,98,25.5,2.4
17/3/2021,Lampung Barat,0.1,99,26,4
18/3/2021,Lampung Selatan,0.1,84,27.1,3.6
19/3/2021,Lampung Tengah,0.1,94,26.5,1.5
20/3/2021,Lampung Timur,46.3,96,27,4.2
21/3/2021,Lampung Utara,29.2,99,27.3,8
22/3/2021,Mesuji,8.7,99,26.3,1.3
23/3/2021,Pesawaran,23.9,98,25.6,2.3
24/3/2021,Pesisir Barat,10.5,99,26.1,1.6
25/3/2021,Pringsewu,12.9,95,26.1,1.4
26/3/2021,Tanggamus,17.4,99,26.2,2.5
27/3/2021,Tulang Bawang,21.1,93,28.4,4.5
28/3/2021,Tulang Bawang Barat,40.5,96,26.4,6.3
29/3/2021,Way Kanan,9.5,99,26.7,2.3
30/3/2021,Bandar Lampung,0.1,97,27,2.2
31/3/2021,Metro,56.7,99,25.6,6.2
1/4/2021,Lampung Barat,0.1,91,26.4,4.4
2/4/2021,Lampung Selatan,0.1,91,27.4,2.4
3/4/2021,Lampung Tengah,51.1,99,26.4,4.4
4/4/2021,Lampung Timur,18.3,87,28.4,2.6
5/4/2021,Lampung Utara,67.3,95,25.6,6
6/4/2021,Mesuji,28.8,99,26.2,5.6
7/4/2021,Pesawaran,68.7,88,28,7.5
8/4/2021,Pesisir Barat,11.2,97,25.4,1.9
9/4/2021,Pringsewu,10,99,26.1,2.5
10/4/2021,Tanggamus,26.7,87,25.7,4.4
11/4/2021,Tulang Bawang,19.3,95,28.4,3.5
12/4/2021,Tulang Bawang Barat,0.1,84,25.5,1.6
13/4/2021,Way Kanan,1.6,97,25.4,3.8
14/4/2021,Bandar Lampung,18.5,99,26,2.2
15/4/2021,Metro,18.1,87,27,1.6
16/4/2021,Lampung Barat,0.1,93,26.9,1.9
17/4/2021,Lampung Selatan,85.8,95,27.4,5.5
18/4/2021,Lampung Tengah,6.6,99,26.3,2.3
19/4/2021,Lampung Timur,6.9,84,27.7,3.3
20/4/2021,Lampung Utara,19.8,93,25.8,4.1
21/4/2021,Mesuji,3.4,91,26.2,3.8
22/4/2021,Pesawaran,0.1,93,25.7,1.9
23/4/2021,Pesisir Barat,28.7,99,26.3,6.8
24/4/2021,Pringsewu,19.6,92,25.5,2.4
25/4/2021,Tanggamus,22.7,92,27.5,2.8
26/4/2021,Tulang Bawang,95,99,27.5,5
27/4/2021,Tulang Bawang Barat,7.3,99,26.2,1.3
28/4/2021,Way Kanan,0.1,86,28.5,1.8
29/4/2021,Bandar Lampung,26.5,97,28.1,5
30/4/2021,Metro,19.3,89,27.9,2
1/5/2021,Lampung Barat,0.1,77,30.5,2.7
2/5/2021,Lampung Selatan,0.1,59,30.3,4.6
3/5/2021,Lampung Tengah,0.1,59,30.1,3.1
4/5/2021,Lampung Timur,0.1,68,31.2,4.6
5/5/2021,Lampung Utara,0.1,69,31.1,2.9
6/5/2021,Mesuji,0.1,64,27.9,2.8
7/5/2021,Pesawaran,6.5,70,29.8,2.2
8/5/2021,Pesisir Barat,0.1,74,31.9,4.8
9/5/2021,Pringsewu,3.6,79,30.6,2.4
10/5/2021,Tanggamus,0.1,71,28.3,4.8
11/5/2021,Tulang Bawang,0.1,67,31.4,2.7
12/5/2021,Tulang Bawang Barat,0.1,63,29.7,1.9
13/5/2021,Way Kanan,0.1,77,29,2.8
14/5/2021,Bandar Lampung,0.1,77,28.9,3.1
15/5/2021,Metro,0.1,70,30.2,2.5
16/5/2021,Lampung Barat,0.1,69,29.7,4.9
17/5/2021,Lampung Selatan,0.1,74,29.2,3.1
18/5/2021,Lampung Tengah,0.1,64,31.4,2.9
19/5/2021,Lampung Timur,0.1,69,30.2,3.7
20/5/2021,Lampung Utara,0.1,78,29.8,3
21/5/2021,Mesuji,0.1,74,29.2,3.5
22/5/2021,Pesawaran,0.1,68,31.1,2.2
23/5/2021,Pesisir Barat,0.1,74,30.6,4.7
24/5/2021,Pringsewu,0.1,70,30.3,4
25/5/2021,Tanggamus,0.1,60,29.7,4.2
26/5/2021,Tulang Bawang,0.1,69,29.7,2.5
27/5/2021,Tulang Bawang Barat,0.1,75,29.5,2.9
28/5/2021,Way Kanan,0.1,71,30.7,1.9
29/5/2021,Bandar Lampung,0.1,63,29.2,5.1
30/5/2021,Metro,0.1,73,30.3,1.4
31/5/2021,Lampung Barat,0.1,74,31,2.2
1/6/2021,Lampung Selatan,0.1,61,31.3,3
2/6/2021,Lampung Tengah,0.1,63,31.3,5.4
3/6/2021,Lampung Timur,0.1,74,31,2.9
4/6/2021,Lampung Utara,0.1,74,28.8,3.5
5/6/2021,Mesuji,0.1,68,31.4,2.3
6/6/2021,Pesawaran,0.1,58,30.9,5.2
7/6/2021,Pesisir Barat,0.1,69,29,2.2
8/6/2021,Pringsewu,0.1,64,28.8,4.7
9/6/2021,Tanggamus,0.1,70,29,4.6
10/6/2021,Tulang Bawang,0.1,63,29.6,4
11/6/2021,Tulang Bawang Barat,0.1,61,30.6,1.8
12/6/2021,Way Kanan,7,64,30.2,3.9
13/6/2021,Bandar Lampung,0.1,69,29.3,2.7
14/6/2021,Metro,0.6,73,29.1,3.8
15/6/2021,Lampung Barat,0.1,63,28.3,5.2
16/6/2021,Lampung Selatan,0.1,72,27.5,4.4
17/6/2021,Lampung Tengah,0.1,64,30.2,5.1
18/6/2021,Lampung Timur,0.1,64,29.9,3.4
19/6/2021,Lampung Utara,0.1,72,32,4
